,file_name,prediction
60,melspec_1051.npy,['Electric_shaver_toothbrush' 'Speech']
61,melspec_1052.npy,['Speech']
62,melspec_1053.npy,['Cat' 'Speech']
63,melspec_1054.npy,[]
64,melspec_1055.npy,['Dog' 'Speech']
65,melspec_1056.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
66,melspec_1057.npy,['Speech' 'Vacuum_cleaner']
67,melspec_1058.npy,['Cat' 'Electric_shaver_toothbrush' 'Speech']
68,melspec_1059.npy,['Alarm_bell_ringing' 'Blender' 'Speech']
69,melspec_106.npy,['Frying']
70,melspec_1060.npy,['Cat' 'Dog' 'Speech']
71,melspec_1061.npy,['Speech']
72,melspec_1062.npy,['Speech']
73,melspec_1063.npy,['Alarm_bell_ringing' 'Speech']
74,melspec_1064.npy,['Speech']
75,melspec_1065.npy,['Running_water' 'Speech' 'Vacuum_cleaner']
76,melspec_1066.npy,['Electric_shaver_toothbrush' 'Speech']
77,melspec_1067.npy,['Frying' 'Speech']
78,melspec_1068.npy,['Dishes' 'Running_water' 'Speech']
79,melspec_1069.npy,['Speech']
80,melspec_107.npy,['Dishes' 'Frying' 'Speech']
81,melspec_1070.npy,['Dishes' 'Frying' 'Speech']
82,melspec_1071.npy,['Dog' 'Speech']
83,melspec_1072.npy,['Speech']
84,melspec_1073.npy,['Speech']
85,melspec_1074.npy,['Dishes' 'Frying' 'Speech']
86,melspec_1075.npy,['Speech']
87,melspec_1076.npy,['Speech']
88,melspec_1077.npy,['Speech']
89,melspec_1078.npy,['Running_water' 'Speech']
90,melspec_1079.npy,['Speech' 'Vacuum_cleaner']
91,melspec_108.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
92,melspec_1080.npy,['Speech' 'Vacuum_cleaner']
93,melspec_1081.npy,['Speech']
94,melspec_1082.npy,['Speech']
95,melspec_1083.npy,['Electric_shaver_toothbrush' 'Speech']
96,melspec_1084.npy,['Speech']
97,melspec_1085.npy,['Frying' 'Speech']
98,melspec_1086.npy,['Cat' 'Speech']
99,melspec_1087.npy,['Dishes' 'Frying' 'Speech']
100,melspec_1088.npy,['Speech']
101,melspec_1089.npy,['Alarm_bell_ringing' 'Speech']
102,melspec_109.npy,['Frying' 'Speech']
103,melspec_1090.npy,['Electric_shaver_toothbrush' 'Speech']
104,melspec_1091.npy,['Running_water' 'Speech']
105,melspec_1092.npy,['Speech' 'Vacuum_cleaner']
106,melspec_1093.npy,['Electric_shaver_toothbrush' 'Speech']
107,melspec_1094.npy,['Speech']
108,melspec_1095.npy,['Running_water' 'Speech']
109,melspec_1096.npy,['Alarm_bell_ringing' 'Speech']
110,melspec_1097.npy,['Dishes' 'Frying' 'Speech']
111,melspec_1098.npy,['Speech']
112,melspec_1099.npy,['Speech']
113,melspec_11.npy,['Speech']
114,melspec_110.npy,['Electric_shaver_toothbrush' 'Running_water' 'Speech']
115,melspec_1100.npy,['Cat' 'Speech']
116,melspec_1101.npy,['Speech']
117,melspec_1102.npy,[]
118,melspec_1103.npy,['Speech']
119,melspec_1104.npy,['Running_water' 'Speech']
120,melspec_1105.npy,['Speech' 'Vacuum_cleaner']
121,melspec_1106.npy,['Speech']
122,melspec_1107.npy,['Speech']
123,melspec_1108.npy,['Speech']
124,melspec_1109.npy,['Speech']
125,melspec_111.npy,['Alarm_bell_ringing' 'Running_water' 'Speech']
126,melspec_1110.npy,['Running_water' 'Speech']
127,melspec_1111.npy,['Cat' 'Speech']
128,melspec_1112.npy,['Running_water' 'Speech' 'Vacuum_cleaner']
129,melspec_1113.npy,['Electric_shaver_toothbrush' 'Speech']
130,melspec_1114.npy,['Speech']
131,melspec_1115.npy,['Cat' 'Speech']
132,melspec_1116.npy,['Speech']
133,melspec_1117.npy,['Dog' 'Speech']
134,melspec_1118.npy,['Speech']
135,melspec_1119.npy,['Speech']
136,melspec_112.npy,['Alarm_bell_ringing' 'Speech']
137,melspec_1120.npy,['Dishes' 'Frying' 'Speech']
138,melspec_1121.npy,['Speech']
139,melspec_1122.npy,['Alarm_bell_ringing' 'Speech']
140,melspec_1123.npy,['Speech']
141,melspec_1124.npy,['Running_water' 'Speech']
142,melspec_1125.npy,['Speech']
143,melspec_1126.npy,['Running_water' 'Speech']
144,melspec_1127.npy,['Speech']
145,melspec_1128.npy,['Speech' 'Vacuum_cleaner']
146,melspec_1129.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
147,melspec_113.npy,['Dog' 'Speech']
148,melspec_1130.npy,['Dishes' 'Frying' 'Speech']
149,melspec_1131.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
150,melspec_1132.npy,['Speech']
151,melspec_1133.npy,['Dog' 'Speech']
152,melspec_1134.npy,['Electric_shaver_toothbrush' 'Speech']
153,melspec_1135.npy,['Speech']
154,melspec_1136.npy,['Dog' 'Speech']
155,melspec_1137.npy,['Speech']
156,melspec_1138.npy,['Frying' 'Speech']
157,melspec_1139.npy,['Cat' 'Dog' 'Speech']
158,melspec_114.npy,['Speech']
159,melspec_1140.npy,['Dog' 'Speech']
160,melspec_1141.npy,['Speech']
161,melspec_1142.npy,['Cat' 'Speech']
162,melspec_1143.npy,['Dishes' 'Speech']
163,melspec_1144.npy,['Alarm_bell_ringing' 'Speech']
164,melspec_1145.npy,['Speech']
165,melspec_1146.npy,['Running_water' 'Speech']
166,melspec_1147.npy,['Speech']
167,melspec_1148.npy,['Speech']
168,melspec_1149.npy,['Running_water' 'Speech']
169,melspec_115.npy,['Frying' 'Speech']
170,melspec_1150.npy,['Alarm_bell_ringing' 'Speech']
171,melspec_1151.npy,['Speech']
172,melspec_1152.npy,['Speech']
173,melspec_1153.npy,['Dog' 'Speech']
174,melspec_1154.npy,['Speech']
175,melspec_1155.npy,['Speech' 'Vacuum_cleaner']
176,melspec_1156.npy,['Speech']
177,melspec_1157.npy,['Speech']
178,melspec_1158.npy,['Cat' 'Electric_shaver_toothbrush' 'Speech']
179,melspec_1159.npy,['Speech']
180,melspec_116.npy,['Speech']
181,melspec_1160.npy,['Running_water' 'Speech']
182,melspec_1161.npy,['Speech']
183,melspec_1162.npy,['Dog' 'Speech']
184,melspec_1163.npy,['Running_water' 'Speech']
185,melspec_1164.npy,['Running_water' 'Speech']
186,melspec_1165.npy,['Cat' 'Running_water' 'Speech']
187,melspec_1166.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
188,melspec_1167.npy,['Frying']
189,melspec_1168.npy,['Running_water' 'Speech']
190,melspec_1169.npy,['Speech']
191,melspec_117.npy,['Dog' 'Speech']
192,melspec_1170.npy,['Speech']
193,melspec_1171.npy,[]
194,melspec_1172.npy,['Speech' 'Vacuum_cleaner']
195,melspec_1173.npy,['Dog' 'Running_water' 'Speech']
196,melspec_1174.npy,['Dishes' 'Frying' 'Speech']
197,melspec_1175.npy,['Blender' 'Speech']
198,melspec_1176.npy,['Dog' 'Speech']
199,melspec_1177.npy,['Dishes' 'Speech']
200,melspec_1178.npy,['Blender' 'Speech']
201,melspec_1179.npy,['Dishes' 'Frying' 'Speech']
202,melspec_118.npy,['Electric_shaver_toothbrush' 'Speech']
203,melspec_1180.npy,['Speech']
204,melspec_1181.npy,['Speech']
205,melspec_1182.npy,['Dishes' 'Frying' 'Speech']
206,melspec_1183.npy,['Alarm_bell_ringing' 'Speech']
207,melspec_1184.npy,['Cat' 'Dog' 'Speech']
208,melspec_1185.npy,['Speech' 'Vacuum_cleaner']
209,melspec_1186.npy,['Cat' 'Speech']
210,melspec_1187.npy,['Speech']
211,melspec_1188.npy,['Speech']
212,melspec_1189.npy,['Dog' 'Speech']
213,melspec_119.npy,['Dishes' 'Speech']
214,melspec_1190.npy,['Speech']
215,melspec_1191.npy,['Cat' 'Speech']
216,melspec_1192.npy,['Cat' 'Dog' 'Speech']
217,melspec_1193.npy,['Running_water' 'Speech']
218,melspec_1194.npy,['Cat' 'Speech']
219,melspec_1195.npy,['Dog' 'Speech']
220,melspec_1196.npy,['Alarm_bell_ringing' 'Speech']
221,melspec_1197.npy,['Alarm_bell_ringing' 'Speech']
222,melspec_1198.npy,['Alarm_bell_ringing' 'Speech']
223,melspec_1199.npy,['Alarm_bell_ringing' 'Speech']
224,melspec_12.npy,['Speech']
225,melspec_120.npy,['Alarm_bell_ringing' 'Speech']
226,melspec_1200.npy,['Electric_shaver_toothbrush' 'Speech']
227,melspec_1201.npy,['Dishes' 'Frying' 'Speech']
228,melspec_1202.npy,['Dog' 'Speech']
229,melspec_1203.npy,['Speech']
230,melspec_1204.npy,['Alarm_bell_ringing' 'Speech']
231,melspec_1205.npy,['Dishes' 'Speech']
232,melspec_1206.npy,['Speech']
233,melspec_1207.npy,['Frying' 'Speech']
234,melspec_1208.npy,['Speech' 'Vacuum_cleaner']
235,melspec_1209.npy,['Speech']
236,melspec_121.npy,['Cat' 'Speech']
237,melspec_1210.npy,['Dog' 'Speech']
238,melspec_1211.npy,['Speech' 'Vacuum_cleaner']
239,melspec_1212.npy,['Speech']
240,melspec_1213.npy,['Speech']
241,melspec_1214.npy,['Dog' 'Speech']
242,melspec_1215.npy,['Frying' 'Speech']
243,melspec_1216.npy,['Speech']
244,melspec_1217.npy,['Dishes' 'Dog' 'Speech']
245,melspec_1218.npy,['Speech']
246,melspec_1219.npy,['Electric_shaver_toothbrush' 'Speech']
247,melspec_122.npy,['Speech']
248,melspec_1220.npy,['Speech']
249,melspec_1221.npy,['Running_water' 'Speech' 'Vacuum_cleaner']
250,melspec_1222.npy,['Speech']
251,melspec_1223.npy,['Dishes' 'Dog' 'Speech']
252,melspec_1224.npy,['Cat' 'Speech']
253,melspec_1225.npy,['Blender' 'Speech']
254,melspec_1226.npy,['Blender' 'Speech']
255,melspec_1227.npy,['Dog' 'Speech']
256,melspec_1228.npy,['Alarm_bell_ringing' 'Running_water' 'Speech']
257,melspec_1229.npy,['Speech']
258,melspec_123.npy,['Speech']
259,melspec_1230.npy,['Dog' 'Speech']
260,melspec_1231.npy,['Speech' 'Vacuum_cleaner']
261,melspec_1232.npy,['Dog' 'Speech']
262,melspec_1233.npy,['Dishes' 'Speech']
263,melspec_1234.npy,['Dog' 'Speech']
264,melspec_1235.npy,['Dishes' 'Speech']
265,melspec_1236.npy,['Dog' 'Speech']
266,melspec_1237.npy,['Cat' 'Speech']
267,melspec_1238.npy,['Speech' 'Vacuum_cleaner']
268,melspec_1239.npy,['Speech']
269,melspec_124.npy,['Electric_shaver_toothbrush' 'Speech']
270,melspec_1240.npy,['Alarm_bell_ringing' 'Speech']
271,melspec_1241.npy,['Dishes' 'Dog' 'Running_water' 'Speech']
272,melspec_1242.npy,['Electric_shaver_toothbrush' 'Speech']
273,melspec_1243.npy,['Speech' 'Vacuum_cleaner']
274,melspec_1244.npy,['Frying' 'Speech']
275,melspec_1245.npy,['Speech']
276,melspec_1246.npy,['Frying' 'Speech']
277,melspec_1247.npy,['Speech']
278,melspec_1248.npy,['Speech']
279,melspec_1249.npy,['Speech']
280,melspec_125.npy,['Speech']
281,melspec_1250.npy,['Speech' 'Vacuum_cleaner']
282,melspec_1251.npy,['Electric_shaver_toothbrush' 'Speech']
283,melspec_1252.npy,['Cat' 'Speech']
284,melspec_1253.npy,['Dishes' 'Frying' 'Speech']
285,melspec_1254.npy,['Speech' 'Vacuum_cleaner']
286,melspec_1255.npy,['Speech']
287,melspec_1256.npy,['Speech']
288,melspec_1257.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
289,melspec_1258.npy,['Speech']
290,melspec_1259.npy,['Running_water' 'Speech']
291,melspec_126.npy,['Speech' 'Vacuum_cleaner']
292,melspec_1260.npy,['Speech']
293,melspec_1261.npy,['Dishes' 'Speech']
294,melspec_1262.npy,['Dog' 'Speech']
295,melspec_1263.npy,['Speech']
296,melspec_1264.npy,['Cat' 'Speech']
297,melspec_1265.npy,['Dog' 'Speech']
298,melspec_1266.npy,['Speech']
299,melspec_1267.npy,['Dishes' 'Frying' 'Speech']
300,melspec_1268.npy,['Dog' 'Speech']
301,melspec_1269.npy,['Dog' 'Speech']
302,melspec_127.npy,['Cat' 'Dishes' 'Speech']
303,melspec_1270.npy,['Cat' 'Electric_shaver_toothbrush' 'Speech']
304,melspec_1271.npy,['Speech' 'Vacuum_cleaner']
305,melspec_1272.npy,['Speech']
306,melspec_1273.npy,['Speech']
307,melspec_1274.npy,['Speech']
308,melspec_1275.npy,['Electric_shaver_toothbrush' 'Speech']
309,melspec_1276.npy,['Blender' 'Speech']
310,melspec_1277.npy,['Speech']
311,melspec_1278.npy,['Speech']
312,melspec_1279.npy,['Dog' 'Speech']
313,melspec_128.npy,['Speech']
314,melspec_1280.npy,['Alarm_bell_ringing' 'Speech']
315,melspec_1281.npy,['Speech' 'Vacuum_cleaner']
316,melspec_1282.npy,['Dog' 'Speech']
317,melspec_1283.npy,['Speech' 'Vacuum_cleaner']
318,melspec_1284.npy,['Running_water' 'Speech']
319,melspec_1285.npy,['Speech']
320,melspec_1286.npy,['Frying' 'Speech']
321,melspec_1287.npy,['Running_water' 'Speech']
322,melspec_1288.npy,['Speech']
323,melspec_1289.npy,['Speech']
324,melspec_129.npy,['Running_water' 'Speech']
325,melspec_1290.npy,['Blender' 'Speech']
326,melspec_1291.npy,['Alarm_bell_ringing']
327,melspec_1292.npy,['Speech']
328,melspec_1293.npy,['Dog' 'Speech']
329,melspec_1294.npy,['Speech']
330,melspec_1295.npy,['Speech']
331,melspec_1296.npy,['Dishes' 'Frying' 'Speech']
332,melspec_1297.npy,['Speech']
333,melspec_1298.npy,['Speech']
334,melspec_1299.npy,['Electric_shaver_toothbrush' 'Speech']
335,melspec_13.npy,['Frying' 'Speech']
336,melspec_130.npy,['Dog' 'Speech']
337,melspec_1300.npy,['Alarm_bell_ringing' 'Speech']
338,melspec_1301.npy,['Dishes' 'Frying' 'Speech']
339,melspec_1302.npy,['Speech']
340,melspec_1303.npy,['Cat' 'Speech']
341,melspec_1304.npy,['Running_water' 'Speech' 'Vacuum_cleaner']
342,melspec_1305.npy,['Alarm_bell_ringing' 'Electric_shaver_toothbrush' 'Speech']
343,melspec_1306.npy,['Blender']
344,melspec_1307.npy,['Speech']
345,melspec_1308.npy,['Running_water' 'Speech']
346,melspec_1309.npy,['Speech']
347,melspec_131.npy,['Alarm_bell_ringing' 'Speech']
348,melspec_1310.npy,['Blender' 'Dog' 'Speech']
349,melspec_1311.npy,['Dishes' 'Speech']
350,melspec_1312.npy,['Speech']
351,melspec_1313.npy,['Alarm_bell_ringing' 'Speech']
352,melspec_1314.npy,['Speech']
353,melspec_1315.npy,['Frying' 'Speech']
354,melspec_1316.npy,['Speech']
355,melspec_1317.npy,['Cat' 'Speech']
356,melspec_1318.npy,['Running_water' 'Speech']
357,melspec_1319.npy,['Alarm_bell_ringing' 'Speech']
358,melspec_132.npy,['Speech']
359,melspec_1320.npy,['Dishes' 'Speech']
360,melspec_1321.npy,['Alarm_bell_ringing' 'Dishes' 'Speech']
361,melspec_1322.npy,['Frying']
362,melspec_1323.npy,['Running_water' 'Speech']
363,melspec_1324.npy,['Cat' 'Speech']
364,melspec_1325.npy,[]
365,melspec_1326.npy,['Alarm_bell_ringing' 'Speech']
366,melspec_1327.npy,['Running_water' 'Speech']
367,melspec_1328.npy,['Running_water' 'Speech']
368,melspec_1329.npy,['Speech']
369,melspec_133.npy,['Dog' 'Speech']
370,melspec_1330.npy,['Alarm_bell_ringing' 'Speech']
371,melspec_1331.npy,['Running_water' 'Speech']
372,melspec_1332.npy,['Electric_shaver_toothbrush' 'Speech']
373,melspec_1333.npy,['Dishes' 'Speech']
374,melspec_1334.npy,['Speech' 'Vacuum_cleaner']
375,melspec_1335.npy,['Running_water' 'Speech' 'Vacuum_cleaner']
376,melspec_1336.npy,['Frying' 'Speech']
377,melspec_1337.npy,['Cat' 'Speech']
378,melspec_1338.npy,['Dog' 'Running_water' 'Speech']
379,melspec_1339.npy,['Speech']
380,melspec_134.npy,['Electric_shaver_toothbrush' 'Speech']
381,melspec_1340.npy,['Dishes' 'Frying' 'Speech']
382,melspec_1341.npy,['Speech']
383,melspec_1342.npy,['Speech']
384,melspec_1343.npy,['Speech']
385,melspec_1344.npy,['Dog' 'Speech']
386,melspec_1345.npy,['Electric_shaver_toothbrush' 'Speech']
387,melspec_1346.npy,['Alarm_bell_ringing' 'Speech']
388,melspec_1347.npy,['Dog' 'Speech']
389,melspec_1348.npy,['Alarm_bell_ringing' 'Electric_shaver_toothbrush' 'Speech']
390,melspec_1349.npy,['Blender' 'Speech']
391,melspec_135.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
392,melspec_1350.npy,['Running_water' 'Speech']
393,melspec_1351.npy,['Speech']
394,melspec_1352.npy,['Alarm_bell_ringing' 'Speech']
395,melspec_1353.npy,['Blender' 'Speech']
396,melspec_1354.npy,['Dishes' 'Electric_shaver_toothbrush' 'Frying' 'Speech']
397,melspec_1355.npy,['Dog' 'Speech']
398,melspec_1356.npy,['Electric_shaver_toothbrush' 'Speech']
399,melspec_1357.npy,['Speech']
400,melspec_1358.npy,['Alarm_bell_ringing' 'Cat' 'Speech']
401,melspec_1359.npy,['Running_water' 'Speech' 'Vacuum_cleaner']
402,melspec_136.npy,['Running_water' 'Speech']
403,melspec_1360.npy,['Speech']
404,melspec_1361.npy,['Running_water' 'Speech']
405,melspec_1362.npy,['Running_water' 'Speech']
406,melspec_1363.npy,['Alarm_bell_ringing' 'Speech']
407,melspec_1364.npy,['Speech']
408,melspec_1365.npy,['Dishes' 'Frying' 'Speech']
409,melspec_1366.npy,['Blender' 'Speech']
410,melspec_1367.npy,['Cat']
411,melspec_1368.npy,['Electric_shaver_toothbrush' 'Speech']
412,melspec_1369.npy,['Dog' 'Speech']
413,melspec_137.npy,['Speech']
414,melspec_1370.npy,['Speech']
415,melspec_1371.npy,[]
416,melspec_1372.npy,['Dog' 'Speech']
417,melspec_1373.npy,['Speech' 'Vacuum_cleaner']
418,melspec_1374.npy,['Dishes' 'Speech']
419,melspec_1375.npy,['Speech']
420,melspec_1376.npy,['Cat' 'Speech']
421,melspec_1377.npy,['Electric_shaver_toothbrush' 'Speech']
422,melspec_1378.npy,['Dog' 'Speech']
423,melspec_1379.npy,['Dog' 'Speech']
424,melspec_138.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
425,melspec_1380.npy,['Dog' 'Speech']
426,melspec_1381.npy,['Frying' 'Speech']
427,melspec_1382.npy,['Speech' 'Vacuum_cleaner']
428,melspec_1383.npy,['Cat' 'Speech']
429,melspec_1384.npy,['Alarm_bell_ringing' 'Speech']
430,melspec_1385.npy,['Speech']
431,melspec_1386.npy,['Running_water' 'Speech']
432,melspec_1387.npy,['Speech']
433,melspec_1388.npy,['Alarm_bell_ringing' 'Speech']
434,melspec_1389.npy,['Speech']
435,melspec_139.npy,['Blender' 'Speech']
436,melspec_1390.npy,['Speech']
437,melspec_1391.npy,['Electric_shaver_toothbrush' 'Speech']
438,melspec_1392.npy,['Speech']
439,melspec_1393.npy,['Speech']
440,melspec_1394.npy,['Alarm_bell_ringing' 'Speech']
441,melspec_1395.npy,['Cat' 'Speech']
442,melspec_1396.npy,['Speech']
443,melspec_1397.npy,['Dog' 'Speech']
444,melspec_1398.npy,['Alarm_bell_ringing' 'Dishes' 'Speech']
445,melspec_1399.npy,['Cat' 'Speech']
446,melspec_14.npy,['Running_water' 'Speech']
447,melspec_140.npy,['Blender' 'Speech']
448,melspec_1400.npy,['Cat' 'Speech']
449,melspec_1401.npy,['Speech']
450,melspec_1402.npy,['Dog' 'Running_water' 'Speech']
451,melspec_1403.npy,['Speech']
452,melspec_1404.npy,['Speech']
453,melspec_1405.npy,['Speech' 'Vacuum_cleaner']
454,melspec_1406.npy,['Alarm_bell_ringing' 'Speech']
455,melspec_1407.npy,['Alarm_bell_ringing' 'Dishes' 'Speech']
456,melspec_1408.npy,[]
457,melspec_1409.npy,['Frying' 'Speech']
458,melspec_141.npy,['Dog' 'Speech']
459,melspec_1410.npy,['Running_water' 'Speech']
460,melspec_1411.npy,['Running_water' 'Speech']
461,melspec_1412.npy,['Speech']
462,melspec_1413.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
463,melspec_1414.npy,['Alarm_bell_ringing' 'Speech']
464,melspec_1415.npy,['Dog' 'Speech']
465,melspec_1416.npy,['Speech']
466,melspec_1417.npy,['Alarm_bell_ringing' 'Speech']
467,melspec_1418.npy,['Dishes' 'Frying' 'Speech']
468,melspec_1419.npy,['Frying' 'Speech']
469,melspec_142.npy,['Speech']
470,melspec_1420.npy,['Speech']
471,melspec_1421.npy,['Dog' 'Speech']
472,melspec_1422.npy,['Dishes' 'Dog' 'Speech']
473,melspec_1423.npy,['Dog' 'Speech']
474,melspec_1424.npy,['Dog' 'Speech']
475,melspec_1425.npy,['Electric_shaver_toothbrush' 'Speech']
476,melspec_1426.npy,['Cat' 'Speech']
477,melspec_1427.npy,['Speech']
478,melspec_1428.npy,['Speech']
479,melspec_1429.npy,['Speech']
480,melspec_143.npy,['Speech']
481,melspec_1430.npy,['Alarm_bell_ringing' 'Speech']
482,melspec_1431.npy,['Speech']
483,melspec_1432.npy,['Speech']
484,melspec_1433.npy,['Speech']
485,melspec_1434.npy,['Running_water' 'Speech' 'Vacuum_cleaner']
486,melspec_1435.npy,['Dishes' 'Running_water' 'Speech']
487,melspec_1436.npy,['Alarm_bell_ringing' 'Speech']
488,melspec_1437.npy,['Speech']
489,melspec_1438.npy,['Speech' 'Vacuum_cleaner']
490,melspec_1439.npy,['Speech']
491,melspec_144.npy,['Dog' 'Running_water' 'Speech']
492,melspec_1440.npy,['Alarm_bell_ringing' 'Speech']
493,melspec_1441.npy,['Speech']
494,melspec_1442.npy,['Dog' 'Running_water' 'Speech']
495,melspec_1443.npy,['Alarm_bell_ringing' 'Speech']
496,melspec_1444.npy,[]
497,melspec_1445.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
498,melspec_1446.npy,['Dog' 'Speech']
499,melspec_1447.npy,['Speech' 'Vacuum_cleaner']
500,melspec_1448.npy,['Speech']
501,melspec_1449.npy,['Speech']
502,melspec_145.npy,['Speech']
503,melspec_1450.npy,['Speech']
504,melspec_1451.npy,[]
505,melspec_1452.npy,['Dog' 'Speech']
506,melspec_1453.npy,['Dog' 'Speech']
507,melspec_1454.npy,['Speech']
508,melspec_1455.npy,[]
509,melspec_1456.npy,['Alarm_bell_ringing' 'Speech']
510,melspec_1457.npy,['Alarm_bell_ringing' 'Speech']
511,melspec_1458.npy,['Frying' 'Speech']
512,melspec_1459.npy,['Speech']
513,melspec_146.npy,['Blender' 'Speech' 'Vacuum_cleaner']
514,melspec_1460.npy,['Speech']
515,melspec_1461.npy,['Blender' 'Speech']
516,melspec_1462.npy,['Speech']
517,melspec_1463.npy,['Alarm_bell_ringing' 'Dog' 'Speech']
518,melspec_1464.npy,['Speech']
519,melspec_1465.npy,['Speech']
520,melspec_1466.npy,['Speech']
521,melspec_1467.npy,['Speech']
522,melspec_1468.npy,['Vacuum_cleaner']
523,melspec_1469.npy,['Alarm_bell_ringing']
524,melspec_147.npy,['Speech']
525,melspec_1470.npy,['Dog' 'Speech']
526,melspec_1471.npy,['Speech' 'Vacuum_cleaner']
527,melspec_1472.npy,['Alarm_bell_ringing' 'Speech']
528,melspec_1473.npy,['Electric_shaver_toothbrush' 'Speech']
529,melspec_1474.npy,['Speech']
530,melspec_1475.npy,['Speech']
531,melspec_1476.npy,['Blender' 'Speech']
532,melspec_1477.npy,['Alarm_bell_ringing' 'Speech']
533,melspec_1478.npy,['Running_water' 'Speech']
534,melspec_1479.npy,['Alarm_bell_ringing' 'Speech']
535,melspec_148.npy,['Dog' 'Speech']
536,melspec_1480.npy,['Speech']
537,melspec_1481.npy,['Speech']
538,melspec_1482.npy,['Speech']
539,melspec_1483.npy,['Speech']
540,melspec_1484.npy,['Speech']
541,melspec_1485.npy,['Speech']
542,melspec_1486.npy,['Blender' 'Speech']
543,melspec_1487.npy,['Alarm_bell_ringing' 'Speech']
544,melspec_1488.npy,['Blender' 'Speech']
545,melspec_1489.npy,['Electric_shaver_toothbrush' 'Speech']
546,melspec_149.npy,['Alarm_bell_ringing' 'Speech']
547,melspec_1490.npy,['Dishes' 'Frying' 'Speech']
548,melspec_1491.npy,['Electric_shaver_toothbrush' 'Speech']
549,melspec_1492.npy,['Speech']
550,melspec_1493.npy,['Blender' 'Speech']
551,melspec_1494.npy,['Running_water' 'Speech']
552,melspec_1495.npy,['Dog' 'Speech']
553,melspec_1496.npy,['Speech']
554,melspec_1497.npy,['Speech']
555,melspec_1498.npy,['Speech']
556,melspec_1499.npy,['Speech']
557,melspec_15.npy,['Speech']
558,melspec_150.npy,['Frying' 'Speech']
